Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2021/06/04 22:14:59,Li e aceito participar da pesquisa,Feminino,Mogi das Cruzes - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Sim teste de software e automação ,"Não  atuei como vendedora, analista Comercial , recepcionista e Help Desk .",Analista de Teste,Backend,5,1,2,2,3,1,2,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto","Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Nenhuma,Nenhum,Nenhum,Python,Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Sabe escutar, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos",Operação e Manutenção,Testes de Aceite,"Caixa Preta (Teste Funcional), Manual, Usabilidade",Não ,
2021/06/03 18:31:40,Li e aceito participar da pesquisa,Masculino,Pacajus-CE,Ensino Superior Incompleto,Média (até 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,"Não, atuei na área de Produção e Engenharia",Analista de Teste,"Web, Mobile",4,4,3,4,4,4,3,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Capybara",REST Assured,Java,Sim,"Medium, Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Ser flexível","Escrever e definir cenários de teste, Realizar automação dos testes, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Automatizado",Tudo nos conformes.,
2021/06/05 07:05:06,Li e aceito participar da pesquisa,Masculino,Salvador- BA,Ensino Superior Completo,Média (até 499 funcionários),De 8 a 11 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Sim. CTFL,Não. Indústria Automotiva. Padrões de Projetos.,Analista de Teste,"Web, Mobile",4,4,3,3,3,4,4,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,"Automação com Postman, REST Assured",Java,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Ser analítico, Ser investigador","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Projeto do Software, Integração e Testes do Sistema","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Automatizado, Performance",Não ,
2021/06/10 20:11:36,Li e aceito participar da pesquisa,Feminino,Coronel Fabriciano-MG,Ensino Superior Completo,Grande (mais de 499 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,"Não. Venho de uma carreira pública voltada a Departamento de Folha de Pagamento e RH. A parte de conhecimento empírico foi tranquilo para entender o usuário, a parte sistêmica demandou mais esforço para entender regra de negócio, ",Quality Assurance - QA,"Web, Mobile",4,2,4,2,2,2,2,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Robotframework",Uso estritamente manual com Postman,"Java, JavaScript, Python, Ruby",Sim,"Canais do Youtube, Medium, Sigo referências em teste de software, Livros","Ser comunicativo(a), Ter empatia, Ser analítico, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos",Definição dos Requisitos,"Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade",Não,
2021/06/05 10:42:46,Li e aceito participar da pesquisa,Masculino,Sp,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, ctfl",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,4,5,5,5,5,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Apium, Espresso, XCUITest","Selenium, Capybara","Automação com Postman, REST Assured, HTTPParty","Java, Python, Ruby",Sim,Medium,"Ser comunicativo(a), Ser detalhista, Ser analítico, Possuir conhecimento técnico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Reportar erros e defeitos, Apoiar na codificação de teste uniário","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Estático, Manual, Automatizado",Participar das revisões de código,
2021/06/05 16:16:10,Li e aceito participar da pesquisa,Masculino,Florianópolis - SC,Pós-Graduado,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Não,Quality Assurance - QA e Analista de Teste,Web,4,4,3,2,4,2,2,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,"Nunca testei mobile pra valer, só exercitei a aplicação.","Selenium, TestComplete","Uso estritamente manual com Postman, REST Assured","Java, gauge",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Júlio de Lima","Ser detalhista, Ser curioso, Ter empatia, Possuir conhecimento técnico, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema","Definição dos Requisitos, Projeto do Software, Operação e Manutenção","Testes de Sistema, Testes de Regressão, Testes de Aceite","Manual, Usabilidade, Confiabilidade",Não,
2021/06/06 16:42:31,Li e aceito participar da pesquisa,Feminino,Porto Alegre - RS,Ensino Superior Completo,Pequena (até 99 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim (CTFL, CTFL-AT, CTFL-AcT, CTFL-UT)","Não (Vim da Engenharia Química, e tive que aprender muitas coisas ""do zero"": de qualidade de software em si até conceitos relacionados à programação e engenharia de software. Tem sido uma longa jornada de constante aprendizado, e meu time me ensina muita coisa também. Porém, acredito que a forma de pensar e o raciocínio lógico que aprendi a ter na engenharia tem me ajudado muito na área Tech.)",Quality Assurance - QA,"Web, Backend",5,4,3,5,5,3,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,Selenium,"Automação com Postman, Uso estritamente manual com Postman, REST Assured","Java, Python, PHP","No início da minha carreira em qualidade de software, tive bastante dificuldade. Mas de uns anos pra cá, ficou bem mais fácil.","Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Pensar como técnico e usuário, Possuir conhecimento técnico, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance","Cuido da infra estrutura de testes (servidores de testes e tudo mais que precisar para execução dos testes), auxilio o time na resolução de problemas nas nossas pipelines do Jenkins, sou Scrum Master e auxilio no suporte técnico.",
2021/06/06 18:11:46,Li e aceito participar da pesquisa,Feminino,Alvorada - RS,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",CTFL (Certified Tester Foundation Level),Sim,Engenheiro de Qualidade de Software,Backend,4,4,3,5,5,5,4,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Apium, Espresso, XCUITest, Calabash","Selenium, Cypress",REST Assured,"Java, JavaScript, Kotlin, Ruby, Swift",Não,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros, instagram, mentores, feedbacks do meu trabalho recebido pelo gestor","Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia","Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção",Testes de Integração,"Caixa Branca (Teste Estrutural), Automatizado",atualmente não,
2021/06/06 18:49:10,Li e aceito participar da pesquisa,Masculino,São Paulo - SP,Ensino Superior Completo,Média (até 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Não,Quality Assurance - QA,"Web, Mobile, Backend",3,3,2,5,4,5,5,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Saída incorreta com relação à especificação,Apium,"Selenium, Cypress, Capybara","Automação com Postman, Uso estritamente manual com Postman, HTTPParty","JavaScript, Ruby",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Usabilidade",nada a comentar,
2021/06/06 18:56:56,Li e aceito participar da pesquisa,Masculino,São Caetano do Sul,Especialista,Grande (mais de 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",CTFL / CTFL AT,Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,5,4,5,4,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Capybara","Automação com Postman, REST Assured, HTTPParty","Java, JavaScript, C#",Sim,"Canais do Youtube, Artigos acadêmicos, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas",Projeto do Software,"Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance",Nao,
2021/06/04 15:42:50,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Não,Sim,Analista de Teste,"Mobile, Backend",4,5,4,2,4,4,3,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Robotframework","Automação com Postman, Robot Framework",Java,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online)","Ser curioso, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade","Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual",N/A,
2021/06/06 21:19:26,Li e aceito participar da pesquisa,Feminino,Curitiba - PR,Especialista,Pequena (até 99 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim CTFL,"Nao, Educação Física",Quality Assurance - QA,"Web, Mobile, Backend",5,5,5,4,3,4,5,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Apium, XCUITest","Cypress, Robotframework","Uso estritamente manual com Postman, REST Assured, Robot Framework","JavaScript, Python",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Aprender rápido, Ser curioso, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Automatizado, Usabilidade",Deploy,
2021/06/04 14:44:24,Li e aceito participar da pesquisa,Feminino,Minas Gerais- MG,Ensino Superior Completo,Pequena (até 99 funcionários),De 1 a 3 anos,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),Sim,Sim,Analista de Teste,Web,4,1,1,1,3,1,3,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Nunca usei,Protractor,Nao usei,Java,Não,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Livros","Ser detalhista, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Ajudar a solucionar problemas, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Performance",Não ,
2021/06/07 07:35:03,Li e aceito participar da pesquisa,Feminino,São Paulo - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",CTFL,Não,Analista de Teste,"Web, Mobile, Backend",4,3,4,5,5,5,5,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Apium,"Selenium, Robotframework","Automação com Postman, REST Assured, HTTPParty, Robot Framework","Java, Python, Ruby",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Realizar automação dos testes","Definição dos Requisitos, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Branca (Teste Estrutural), Dinâmico, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Não,
2021/06/07 09:36:05,Li e aceito participar da pesquisa,Feminino,Porto Alegre - RS,Mestre,Média (até 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,"Sim, 1 com microeletrônica e depois com desenvolvimento de software e qualidade.",Quality Assurance - QA,Web,5,3,2,5,3,1,4,Ação incorreta tomada pelo programador,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Protractor, Robotframework","Automação com Postman, Robot Framework","JavaScript, Python",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros, Linkedin, blogs, Comunidades no discord, e outras plataformas","Ser comunicativo(a), Ser detalhista, Ser analítico, Ser flexível, Ser proativo","Apoiar e estabelecer padrões de qualidade, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado",Participo do processo de discovery,
2021/06/07 09:37:54,Li e aceito participar da pesquisa,Masculino,Brasília-Df,Especialista,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim. CTFL, CTAL-TM",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend, ATM, Segurança, QA Coach",5,3,4,4,5,5,4,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Apium,"Selenium, Cypress, Capybara","Automação com Postman, REST Assured, HTTPParty","Java, JavaScript, Kotlin, Python, Ruby",Não,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ter empatia, Ser analítico, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos, Apoiar na codificação de teste uniário","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Automatizado, Usabilidade, Performance, Confiabilidade, Segurança",Participação na definição de arquitetura do produto e CI&CD,
2021/06/07 09:42:59,Li e aceito participar da pesquisa,Feminino,São Paulo - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Sim,Engenheiro de Qualidade de Software,Embarcados (C),5,5,5,2,5,2,5,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Nunca realizei testes mobile,Nunca realizei testes web,Nunca realizei testes BE,C#,Sim,"Canais do Youtube, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser detalhista, Ser curioso, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Usabilidade",Não,
2021/06/07 09:44:51,Li e aceito participar da pesquisa,Masculino,São Paulo,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Não,Engenheiro de Qualidade de Software,"Web, Backend",5,5,3,5,5,1,5,Ação incorreta tomada pelo programador,Saída incorreta com relação à especificação,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,Nunca testei mobile.,Selenium,"Automação com Postman, REST Assured","Java, Kotlin",Não,"Canais do Youtube, Medium, Sigo referências em teste de software, Stack Overflow","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Ajudar a solucionar problemas, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Branca (Teste Estrutural), Dinâmico, Manual, Usabilidade, Confiabilidade",Não,
2021/06/07 09:52:09,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","CTFL, CTFL-PT, CTFL-AT",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,4,5,5,5,5,Ação incorreta tomada pelo programador,Qualquer estado intermediário incorreto ou resultado inesperado na execução do programa,"Passo, processo ou definição de dados incorreto, uma instrução ou comando incorreto",Saída incorreta com relação à especificação,"Apium, Espresso, Appium*","Selenium, Cypress, Lean-FT","Automação com Postman, REST Assured","Java, JavaScript, Python","Tratando se de materiais em português, sim. Considerando materiais de outros idiomas, não.","Artigos acadêmicos, Medium","Ser curioso, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser flexível","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas","Definição dos Requisitos, Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Não funcionais.","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Performance, Confiabilidade, Segurança",Gestão e direcionamento de outros QAs.,
