Carimbo de data/hora,,Sexo:,Localização:,Formação:,Porte da Organização:,Qual a sua experiência no cargo ocupado?,"De acordo com o seu cargo, em qual nível você se encontra?",Você possui alguma certificação relacionada ao cargo que você está ocupando?,Você sempre atuou na área Tech? ,Qual o seu cargo ou função na organização? ,Em quais stacks você já atuou e/ou está trabalhando atualmente?,"Eu compreendo a técnica de teste funcional, seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica de teste estrutural (caixa-branca), seus critérios e sou capaz de aplicá-la na prática","Eu compreendo a técnica baseada em defeitos, critério de análise de mutantes e sou capaz de aplicá-la",Eu tenho experiência com automatização de testes de software e sou capaz de aplicá-la,Eu compreendo os fundamentos de BDD,Eu compreendo e utilizo cucumber + gherking,Eu compreendo e aplico os conceitos de agile testing,"Marque a opção correta para engano, defeito, erro e falha: [Engano]","Marque a opção correta para engano, defeito, erro e falha: [Defeito]","Marque a opção correta para engano, defeito, erro e falha: [Erro]","Marque a opção correta para engano, defeito, erro e falha: [Falha]","Com relação a sua experiência com ferramentas para o teste de aplicações mobile, marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste de aplicações web (partindo do front-end), marque aquelas que você utiliza ou já utilizou:","Com relação a sua experiência com ferramentas para o teste APIs REST (back-end), marque aquelas que você utiliza ou já utilizou:",Quais linguagens de programação você já utilizou para automação de testes de software?,"Durante seu aprendizado, você percebeu dificuldades em encontrar materiais de estudo relacionado a qualidade de software?",Quais fontes você geralmente utiliza para aprimorar suas habilidades?,Quais as habilidades mais importantes para um um QA eficiente? Marque no máximo 5 das opções disponíveis.,"Quais atividades que você, como um QA, está desempenhando na organização? Marque no máximo 5 das opções disponíveis.",Qual(is) etapa(s) do processo de desenvolvimento de software você participa?,Qual(is) nível(is) de testes você aplica durante o processo de desenvolvimento de software?,Qual(is) tipo(s) de testes você realiza durante o processo de desenvolvimento de software?,"Existem outras atividades, não mencionadas no formulário, que você executa durante o processo de testes de software?","Qual a sua percepção sobre a utilização de assistentes inteligentes e LLMs para geração de dados de teste? Vantagens, desvantagens e ajuda mesmo em cenários com lógicas complexas? Comenta aqui pra gente ;)"
2025/02/08 09:45:29,Li e aceito participar da pesquisa,Feminino,Itajaí - SC ,Especialista,Grande (mais de 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Sim,Sim,Analista de Teste,"Web, Mobile",5,5,5,5,5,5,5,,,,,Apium,"Selenium, Cypress",Automação com Postman,JavaScript,Não,"Cursos (Udemy, plataformas online)","Ser detalhista, Ser curioso, Ser analítico","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner","Definição dos Requisitos, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Performance",Não ,
2025/02/08 18:31:59,Li e aceito participar da pesquisa,Masculino,Uberlândia-MG,Ensino Superior Incompleto,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,5,5,5,5,5,5,,,,,Apium,"Selenium, Cypress","Automação com Postman, REST Assured","Java, JavaScript, Python",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online)","Aprender rápido, Ser comunicativo(a), Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado",Não,
2025/02/09 05:43:24,Li e aceito participar da pesquisa,Masculino,Londrina - PR,Especialista,Pequena (até 99 funcionários),Menos de 1 ano,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não ,"Não, já atuei com telecomunicações e comercial. ",Quality Assurance - QA,Games e Simuladores,5,5,5,2,5,1,5,,,,,Nenhum,Nenhum,Uso estritamente manual com Postman,"JavaScript, Kotlin, Python, Ruby",Sim,"Canais do Youtube, Medium","Aprender rápido, Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário, Ser investigador, Ser flexível","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Reportar erros e defeitos","Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema, Operação e Manutenção","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Dinâmico, Estático, Manual, Usabilidade, Performance",Não ,Ajudam demais!
2025/02/09 18:48:49,Li e aceito participar da pesquisa,Masculino,Recife - PE,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Quality Assurance - QA,"Web, Mobile",5,4,5,3,3,1,4,,,,,Framework proprietario,"Selenium, Cypress",Nenhum,Python,Não,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Ser comunicativo(a), Ser detalhista, Ter empatia, Ser investigador, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos",Definição dos Requisitos,"Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade, Confiabilidade",Não,"Auxiliam muito, mas é preciso usar com cautela"
2025/02/10 09:52:01,Li e não aceito participar da pesquisa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025/02/10 15:38:08,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Mestre,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Sim. CTFL Foundation Level,Sim. ,Quality Assurance - QA,"Web, Mobile, Backend",5,5,3,2,3,2,5,,,,,Espresso,"Selenium, Cypress","Automação com Postman, Uso estritamente manual com Postman","Java, JavaScript, Python, C#",Não,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Livros","Aprender rápido, Ser comunicativo(a), Ser detalhista, Sabe escutar, Pensar como técnico e usuário","Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Dinâmico, Estático, Manual, Automatizado, Performance",Não.,"Reduz o tempo gasto e esforço na geração de dados de teste. Desvantagem depende do nível de conhecimento do QA que está utilizando a ferramenta. Se ele não souber o que está fazendo, pode prejudicar toda a cadeia de garantia de qualidade. Além disso, o assistente precisa ser bem treinado, com imputs assertivos. Ajuda em lógicas complexas, desde que o profissional divida a lógica em etapas menores e saiba o que está fazendo. "
2025/02/12 14:47:12,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",SIM - CTFL/ CTFL - AT,"Não, Industria (Mecânico Industrial e Operador de Produção)",Engenheiro de Qualidade de Software,"Web, Mobile",5,3,4,4,4,3,4,,,,,Apium,"Selenium, Cypress, Robotframework","Automação com Postman, Robot Framework","Java, JavaScript, Python",Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ser analítico, Pensar como técnico e usuário, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade",o formulário mencionou bem as funções executadas no dia a dia do meu trabalho,"Facilita muito no dia, utilizo sempre no meu cotidiano como um material de apoio"
2025/02/12 15:15:06,Li e aceito participar da pesquisa,Masculino,Marília - SP,Ensino Superior Completo,Grande (mais de 499 funcionários),De 12 a 15 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)","Sim, CTFL",Sim,Engenheiro de Qualidade de Software,"Web, Mobile, Backend",5,4,4,5,5,5,4,,,,,"Apium, XCUITest, UIAutomator2","Selenium, Cypress, TestCafe, BackstopJS","Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty","Java, JavaScript, Kotlin, Ruby, C#, Shellscript",Sim,"Canais do Youtube, Medium, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ser analítico, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser proativo","Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Ajudar a solucionar problemas","Definição dos Requisitos, Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Estático, Manual, Automatizado, Performance",Planejamento e documentação,
2025/02/12 15:32:01,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Sim,Software Development Engineer In Test - SDET,"Web, Backend, Performance, pentest",5,5,5,5,5,5,5,,,,,Apium,"Selenium, Cypress, Capybara, Playwright, PhpBehat","Uso estritamente manual com Postman, REST Assured, HTTPParty, Robot Framework, Cypress","Java, JavaScript, Ruby",Não,"Canais do Youtube, Artigos acadêmicos, Cursos (Udemy, plataformas online), Sigo referências em teste de software, Livros, Grupos no wpp e telegram","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser curioso, Ter empatia, Ser analítico, Sabe escutar, Ser autoconfiante, Pensar como técnico e usuário, Possuir conhecimento técnico, Ser investigador, Ser flexível, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Definição dos critérios de aceite em parceria com o Product Owner, Reportar erros e defeitos","Definição dos Requisitos, Projeto do Software, Integração e Testes do Sistema","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Manual, Automatizado, Usabilidade, Performance",não,"na minha opnião pode ser muito úteis para acelerar a criação e a variedade dos dados de teste. Desde que combinados com as ferramentas e os processos que o QA utiliza atualmente. Uma desvantagem é que mesmo com um prompt bem feito pode faltar entendimento das regras de negocios, e tbm os riscos de vazamento "
2025/02/12 16:13:22,Li e aceito participar da pesquisa,Feminino,Belém - PA,Ensino Superior Completo,Média (até 499 funcionários),De 1 a 3 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Sim,Quality Assurance - QA,"Web, Mobile",4,4,3,4,4,4,3,,,,,"Espresso, XCUITest","Selenium, Cypress, Robotframework","Automação com Postman, Uso estritamente manual com Postman, HTTPParty, Robot Framework","Java, JavaScript, Kotlin, Python",Não,"Canais do Youtube, Artigos acadêmicos, Sigo referências em teste de software, Livros","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser analítico, Sabe escutar","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Realizar automação dos testes, Ajudar a solucionar problemas, Reportar erros e defeitos","Projeto do Software, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Sistema, Testes de Aceite","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Testes de Mutação, Automatizado, Usabilidade, Performance, Segurança",Não,
2025/02/12 16:37:14,Li e aceito participar da pesquisa,Masculino,Recife - PE,Ensino Superior Completo,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Nao,Sim,Quality Assurance - QA,"Web, Mobile, Backend",5,5,5,3,5,5,5,,,,,"Apium, XCUITest",Robotframework,"Automação com Postman, Uso estritamente manual com Postman",Python,Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser detalhista, Ser curioso, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Realizar automação dos testes, Reportar erros e defeitos","Integração e Testes do Sistema, Operação e Manutenção","Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Automatizado, Usabilidade",nao,"Hoje, ajuda demais . Da escrita de cenarios até a resolucao na automacao com logicas"
2025/02/12 17:12:44,Li e aceito participar da pesquisa,Masculino,fortaleza - CE,Ensino Superior Incompleto,Pequena (até 99 funcionários),Menos de 1 ano,Júnior (funções de procedimentos simples ou que não exigem profundo conhecimento em um ramo de atuação),nao,"nao, venho da logistica",Analista de Teste,"Web, Mobile",4,4,4,2,3,2,3,,,,,nenhum,Cypress,Automação com Postman,JavaScript,Não,"Canais do Youtube, Cursos (Udemy, plataformas online), Sigo referências em teste de software","Ser comunicativo(a), Ser curioso, Ser analítico, Possuir conhecimento técnico, Ser proativo","Avaliar e garantir que os requisitos sejam atendidos, Escrever e definir cenários de teste, Executar diferentes níveis e tipos de teste, Ajudar a solucionar problemas, Reportar erros e defeitos",Integração e Testes do Sistema,"Testes de Integração, Testes de Sistema, Testes de Regressão, Testes de Aceite","Manual, Usabilidade, Confiabilidade, Segurança",nao,nao tenho opiniao sobre
2025/02/13 08:50:50,Li e aceito participar da pesquisa,Masculino,Uberlândia - MG,Ensino Superior Completo,Grande (mais de 499 funcionários),De 4 a 7 anos,"Pleno (atividades específicas, que exigem profundo conhecimento. Toma decisões apoiadas por um superior.)",Não,Não. Trabalhava na Construção Civil. Dificuldade atual é entender como um QA de IA trabalhar.,Quality Assurance - QA,"Web, Mobile, Backend, Desktop",5,5,4,5,5,5,5,,,,,"Apium, Espresso",Selenium,"Automação com Postman, Uso estritamente manual com Postman, REST Assured, HTTPParty, RestSharp, Flurl, HttpClient","Java, JavaScript, C#",Não,"Canais do Youtube, Cursos (Udemy, plataformas online)","Aprender rápido, Ser comunicativo(a), Ser detalhista, Ser analítico, Pensar como técnico e usuário","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Executar diferentes níveis e tipos de teste, Realizar automação dos testes, Realizar a transmissão do conhecimento entre Product Owner, Desenvolvedor e administradores do sistema, Reportar erros e defeitos","Definição dos Requisitos, Implementação e Testes de Unidade, Integração e Testes do Sistema","Testes de Unidade, Testes de Integração, Testes de Regressão","Caixa Preta (Teste Funcional), Caixa Branca (Teste Estrutural), Dinâmico, Estático, Manual, Automatizado",Não,
2025/02/14 20:34:48,Li e aceito participar da pesquisa,Masculino,São Paulo SP ,Ensino Superior Completo,Grande (mais de 499 funcionários),De 8 a 11 anos,"Sênior (toma decisões, e age de forma autônoma, com base no conhecimento e experiências adquiridos ao longo da carreira. Gere pessoas e projetos.)",Não,Não,Quality Assurance - QA,Mobile,5,1,5,2,5,4,4,,,,,"Apium, Espresso","Selenium, Capybara, Robotframework","Uso estritamente manual com Postman, HTTPParty, Robot Framework","Python, Ruby",Sim,"Canais do Youtube, Cursos (Udemy, plataformas online)","Ser comunicativo(a), Ser curioso, Ter empatia, Pensar como técnico e usuário, Ser investigador","Avaliar e garantir que os requisitos sejam atendidos, Apoiar e estabelecer padrões de qualidade, Escrever e definir cenários de teste, Propor melhorias no produto e/ou processo desenvolvimento, Ajudar a solucionar problemas, Reportar erros e defeitos, Apoiar na codificação de teste uniário","Projeto do Software, Integração e Testes do Sistema","Testes de Sistema, Testes de Regressão, Testes de Aceite","Caixa Preta (Teste Funcional), Manual, Usabilidade, Performance",Teste de acessibilidade,
